spp_gp,name,rank,id,error,db
amphipholis squamata,Ophintegrida,superorder,1062660,FALSE,worms
amphipholis squamata,Amphilepidida,order,1062666,FALSE,worms
amphipholis squamata,Gnathophiurina,suborder,196221,FALSE,worms
amphipholis squamata,Amphiuroidea,superfamily,1077097,FALSE,worms
amphipholis squamata,Amphiuridae,family,123206,FALSE,worms
amphipholis squamata,Amphipholis,genus,123612,FALSE,worms
amphipholis squamata,Amphipholis squamata,species,125064,FALSE,worms
anneissia japonica,Animalia,kingdom,2,FALSE,worms
anneissia japonica,Echinodermata,phylum,1806,FALSE,worms
anneissia japonica,Crinozoa,subphylum,147423,FALSE,worms
anneissia japonica,Crinoidea,class,123081,FALSE,worms
anneissia japonica,Articulata,subclass,183494,FALSE,worms
anneissia japonica,Comatulida,order,123093,FALSE,worms
anneissia japonica,Comatuloidea,superfamily,828511,FALSE,worms
anneissia japonica,Comatulidae,family,828512,FALSE,worms
anneissia japonica,Comatulinae,subfamily,246675,FALSE,worms
anneissia japonica,Comasterini,tribe,828990,FALSE,worms
anneissia japonica,Anneissia,genus,828991,FALSE,worms
anneissia japonica,Anneissia japonica,species,829165,FALSE,worms
antedon mediterranea,Animalia,kingdom,2,FALSE,worms
antedon mediterranea,Echinodermata,phylum,1806,FALSE,worms
antedon mediterranea,Crinozoa,subphylum,147423,FALSE,worms
antedon mediterranea,Crinoidea,class,123081,FALSE,worms
antedon mediterranea,Articulata,subclass,183494,FALSE,worms
antedon mediterranea,Comatulida,order,123093,FALSE,worms
antedon mediterranea,Antedonoidea,superfamily,709095,FALSE,worms
antedon mediterranea,Antedonidae,family,123148,FALSE,worms
antedon mediterranea,Antedoninae,subfamily,710752,FALSE,worms
antedon mediterranea,Antedon,genus,123349,FALSE,worms
antedon mediterranea,Antedon mediterranea,species,124208,FALSE,worms
aporometra wilsoni,Animalia,kingdom,2,FALSE,worms
aporometra wilsoni,Echinodermata,phylum,1806,FALSE,worms
aporometra wilsoni,Crinozoa,subphylum,147423,FALSE,worms
aporometra wilsoni,Crinoidea,class,123081,FALSE,worms
aporometra wilsoni,Articulata,subclass,183494,FALSE,worms
aporometra wilsoni,Comatulida,order,123093,FALSE,worms
aporometra wilsoni,Notocrinoidea,superfamily,709098,FALSE,worms
aporometra wilsoni,Aporometridae,family,246670,FALSE,worms
aporometra wilsoni,Aporometra,genus,492845,FALSE,worms
aporometra wilsoni,Aporometra wilsoni,species,492848,FALSE,worms
apostichopus californicus,Animalia,kingdom,2,FALSE,worms
apostichopus californicus,Echinodermata,phylum,1806,FALSE,worms
apostichopus californicus,Echinozoa,subphylum,148744,FALSE,worms
apostichopus californicus,Holothuroidea,class,123083,FALSE,worms
apostichopus californicus,Actinopoda,subclass,1393249,FALSE,worms
apostichopus californicus,Synallactida,order,1036229,FALSE,worms
apostichopus californicus,Stichopodidae,family,123184,FALSE,worms
apostichopus californicus,Apostichopus,genus,241373,FALSE,worms
apostichopus californicus,Apostichopus californicus,species,529363,FALSE,worms
apostichopus japonicus,Animalia,kingdom,2,FALSE,worms
apostichopus japonicus,Echinodermata,phylum,1806,FALSE,worms
apostichopus japonicus,Echinozoa,subphylum,148744,FALSE,worms
apostichopus japonicus,Holothuroidea,class,123083,FALSE,worms
apostichopus japonicus,Actinopoda,subclass,1393249,FALSE,worms
apostichopus japonicus,Synallactida,order,1036229,FALSE,worms
apostichopus japonicus,Stichopodidae,family,123184,FALSE,worms
apostichopus japonicus,Apostichopus,genus,241373,FALSE,worms
apostichopus japonicus,Apostichopus japonicus,species,241776,FALSE,worms
aquilonastra burtoni,Animalia,kingdom,2,FALSE,worms
aquilonastra burtoni,Echinodermata,phylum,1806,FALSE,worms
aquilonastra burtoni,Asterozoa,subphylum,148743,FALSE,worms
aquilonastra burtoni,Asteroidea,class,123080,FALSE,worms
aquilonastra burtoni,Valvatacea,superorder,582528,FALSE,worms
aquilonastra burtoni,Valvatida,order,123090,FALSE,worms
aquilonastra burtoni,Asterinidae,family,123133,FALSE,worms
aquilonastra burtoni,Aquilonastra,genus,382562,FALSE,worms
aquilonastra burtoni,Aquilonastra burtoni,species,459524,FALSE,worms
arachnoides placenta,Animalia,kingdom,2,FALSE,worms
arachnoides placenta,Echinodermata,phylum,1806,FALSE,worms
arachnoides placenta,Echinozoa,subphylum,148744,FALSE,worms
arachnoides placenta,Echinoidea,class,123082,FALSE,worms
arachnoides placenta,Euechinoidea,subclass,149854,FALSE,worms
arachnoides placenta,Irregularia,infraclass,510499,FALSE,worms
arachnoides placenta,Neognathostomata,superorder,510501,FALSE,worms
arachnoides placenta,Clypeasteroida,order,123100,FALSE,worms
arachnoides placenta,Clypeasterina,suborder,196261,FALSE,worms
arachnoides placenta,Clypeasteridae,family,196177,FALSE,worms
arachnoides placenta,Arachnoidinae,subfamily,510867,FALSE,worms
arachnoides placenta,Arachnoides,genus,512667,FALSE,worms
arachnoides placenta,Arachnoides placenta,species,513113,FALSE,worms
asterias rubens,Animalia,kingdom,2,FALSE,worms
asterias rubens,Echinodermata,phylum,1806,FALSE,worms
asterias rubens,Asterozoa,subphylum,148743,FALSE,worms
asterias rubens,Asteroidea,class,123080,FALSE,worms
asterias rubens,Forcipulatacea,superorder,582527,FALSE,worms
asterias rubens,Forcipulatida,order,123086,FALSE,worms
asterias rubens,Asteriidae,family,123121,FALSE,worms
asterias rubens,Asterias,genus,123219,FALSE,worms
asterias rubens,Asterias rubens,species,123776,FALSE,worms
asterina gibbosa,Animalia,kingdom,2,FALSE,worms
asterina gibbosa,Echinodermata,phylum,1806,FALSE,worms
asterina gibbosa,Asterozoa,subphylum,148743,FALSE,worms
asterina gibbosa,Asteroidea,class,123080,FALSE,worms
asterina gibbosa,Valvatacea,superorder,582528,FALSE,worms
asterina gibbosa,Valvatida,order,123090,FALSE,worms
asterina gibbosa,Asterinidae,family,123133,FALSE,worms
asterina gibbosa,Asterina,genus,123281,FALSE,worms
asterina gibbosa,Asterina gibbosa,species,123987,FALSE,worms
asterina phylactica,Animalia,kingdom,2,FALSE,worms
asterina phylactica,Echinodermata,phylum,1806,FALSE,worms
asterina phylactica,Asterozoa,subphylum,148743,FALSE,worms
asterina phylactica,Asteroidea,class,123080,FALSE,worms
asterina phylactica,Valvatacea,superorder,582528,FALSE,worms
asterina phylactica,Valvatida,order,123090,FALSE,worms
asterina phylactica,Asterinidae,family,123133,FALSE,worms
asterina phylactica,Asterina,genus,123281,FALSE,worms
asterina phylactica,Asterina phylactica,species,123990,FALSE,worms
asterina stellifera,Animalia,kingdom,2,FALSE,worms
asterina stellifera,Echinodermata,phylum,1806,FALSE,worms
asterina stellifera,Asterozoa,subphylum,148743,FALSE,worms
asterina stellifera,Asteroidea,class,123080,FALSE,worms
asterina stellifera,Valvatacea,superorder,582528,FALSE,worms
asterina stellifera,Valvatida,order,123090,FALSE,worms
asterina stellifera,Asterinidae,family,123133,FALSE,worms
asterina stellifera,Asterina,genus,123281,FALSE,worms
asterina stellifera,Asterina stellifera,species,177952,FALSE,worms
australostichopus mollis,Animalia,kingdom,2,FALSE,worms
australostichopus mollis,Echinodermata,phylum,1806,FALSE,worms
australostichopus mollis,Echinozoa,subphylum,148744,FALSE,worms
australostichopus mollis,Holothuroidea,class,123083,FALSE,worms
australostichopus mollis,Actinopoda,subclass,1393249,FALSE,worms
australostichopus mollis,Synallactida,order,1036229,FALSE,worms
australostichopus mollis,Stichopodidae,family,123184,FALSE,worms
australostichopus mollis,Australostichopus,genus,528615,FALSE,worms
australostichopus mollis,Australostichopus mollis,species,529443,FALSE,worms
breviturma brevipes,Animalia,kingdom,2,FALSE,worms
breviturma brevipes,Echinodermata,phylum,1806,FALSE,worms
breviturma brevipes,Asterozoa,subphylum,148743,FALSE,worms
breviturma brevipes,Ophiuroidea,class,123084,FALSE,worms
breviturma brevipes,Myophiuroidea,subclass,1062633,FALSE,worms
breviturma brevipes,Metophiurida,infraclass,1062634,FALSE,worms
breviturma brevipes,Ophintegrida,superorder,1062660,FALSE,worms
breviturma brevipes,Ophiacanthida,order,1062662,FALSE,worms
breviturma brevipes,Ophiodermatina,suborder,368125,FALSE,worms
breviturma brevipes,Ophiocomoidea,superfamily,1075318,FALSE,worms
breviturma brevipes,Ophiocomidae,family,152490,FALSE,worms
breviturma brevipes,Breviturma,genus,1214743,FALSE,worms
breviturma brevipes,Breviturma brevipes,species,1214744,FALSE,worms
breviturma dentata,Animalia,kingdom,2,FALSE,worms
breviturma dentata,Echinodermata,phylum,1806,FALSE,worms
breviturma dentata,Asterozoa,subphylum,148743,FALSE,worms
breviturma dentata,Ophiuroidea,class,123084,FALSE,worms
breviturma dentata,Myophiuroidea,subclass,1062633,FALSE,worms
breviturma dentata,Metophiurida,infraclass,1062634,FALSE,worms
breviturma dentata,Ophintegrida,superorder,1062660,FALSE,worms
breviturma dentata,Ophiacanthida,order,1062662,FALSE,worms
breviturma dentata,Ophiodermatina,suborder,368125,FALSE,worms
breviturma dentata,Ophiocomoidea,superfamily,1075318,FALSE,worms
breviturma dentata,Ophiocomidae,family,152490,FALSE,worms
breviturma dentata,Breviturma,genus,1214743,FALSE,worms
breviturma dentata,Breviturma dentata,species,1214745,FALSE,worms
breviturma doederleini,Animalia,kingdom,2,FALSE,worms
breviturma doederleini,Echinodermata,phylum,1806,FALSE,worms
breviturma doederleini,Asterozoa,subphylum,148743,FALSE,worms
breviturma doederleini,Ophiuroidea,class,123084,FALSE,worms
breviturma doederleini,Myophiuroidea,subclass,1062633,FALSE,worms
breviturma doederleini,Metophiurida,infraclass,1062634,FALSE,worms
breviturma doederleini,Ophintegrida,superorder,1062660,FALSE,worms
breviturma doederleini,Ophiacanthida,order,1062662,FALSE,worms
breviturma doederleini,Ophiodermatina,suborder,368125,FALSE,worms
breviturma doederleini,Ophiocomoidea,superfamily,1075318,FALSE,worms
breviturma doederleini,Ophiocomidae,family,152490,FALSE,worms
breviturma doederleini,Breviturma,genus,1214743,FALSE,worms
breviturma doederleini,Breviturma doederleini,species,1214746,FALSE,worms
breviturma longispina,Animalia,kingdom,2,FALSE,worms
breviturma longispina,Echinodermata,phylum,1806,FALSE,worms
breviturma longispina,Asterozoa,subphylum,148743,FALSE,worms
breviturma longispina,Ophiuroidea,class,123084,FALSE,worms
breviturma longispina,Myophiuroidea,subclass,1062633,FALSE,worms
breviturma longispina,Metophiurida,infraclass,1062634,FALSE,worms
breviturma longispina,Ophintegrida,superorder,1062660,FALSE,worms
breviturma longispina,Ophiacanthida,order,1062662,FALSE,worms
breviturma longispina,Ophiodermatina,suborder,368125,FALSE,worms
breviturma longispina,Ophiocomoidea,superfamily,1075318,FALSE,worms
breviturma longispina,Ophiocomidae,family,152490,FALSE,worms
breviturma longispina,Breviturma,genus,1214743,FALSE,worms
breviturma longispina,Breviturma longispina,species,1306675,FALSE,worms
breviturma pica,Animalia,kingdom,2,FALSE,worms
breviturma pica,Echinodermata,phylum,1806,FALSE,worms
breviturma pica,Asterozoa,subphylum,148743,FALSE,worms
breviturma pica,Ophiuroidea,class,123084,FALSE,worms
breviturma pica,Myophiuroidea,subclass,1062633,FALSE,worms
breviturma pica,Metophiurida,infraclass,1062634,FALSE,worms
breviturma pica,Ophintegrida,superorder,1062660,FALSE,worms
breviturma pica,Ophiacanthida,order,1062662,FALSE,worms
breviturma pica,Ophiodermatina,suborder,368125,FALSE,worms
breviturma pica,Ophiocomoidea,superfamily,1075318,FALSE,worms
breviturma pica,Ophiocomidae,family,152490,FALSE,worms
breviturma pica,Breviturma,genus,1214743,FALSE,worms
breviturma pica,Breviturma pica,species,1306674,FALSE,worms
breviturma pusilla,Animalia,kingdom,2,FALSE,worms
breviturma pusilla,Echinodermata,phylum,1806,FALSE,worms
breviturma pusilla,Asterozoa,subphylum,148743,FALSE,worms
breviturma pusilla,Ophiuroidea,class,123084,FALSE,worms
breviturma pusilla,Myophiuroidea,subclass,1062633,FALSE,worms
breviturma pusilla,Metophiurida,infraclass,1062634,FALSE,worms
breviturma pusilla,Ophintegrida,superorder,1062660,FALSE,worms
breviturma pusilla,Ophiacanthida,order,1062662,FALSE,worms
breviturma pusilla,Ophiodermatina,suborder,368125,FALSE,worms
breviturma pusilla,Ophiocomoidea,superfamily,1075318,FALSE,worms
breviturma pusilla,Ophiocomidae,family,152490,FALSE,worms
breviturma pusilla,Breviturma,genus,1214743,FALSE,worms
breviturma pusilla,Breviturma pusilla,species,1306676,FALSE,worms
brisaster latifrons,Animalia,kingdom,2,FALSE,worms
brisaster latifrons,Echinodermata,phylum,1806,FALSE,worms
brisaster latifrons,Echinozoa,subphylum,148744,FALSE,worms
brisaster latifrons,Echinoidea,class,123082,FALSE,worms
brisaster latifrons,Euechinoidea,subclass,149854,FALSE,worms
brisaster latifrons,Irregularia,infraclass,510499,FALSE,worms
brisaster latifrons,Atelostomata,superorder,149864,FALSE,worms
brisaster latifrons,Spatangoida,order,123106,FALSE,worms
brisaster latifrons,Paleopneustina,suborder,510547,FALSE,worms
brisaster latifrons,Schizasteridae,family,123176,FALSE,worms
brisaster latifrons,Brisaster,genus,123427,FALSE,worms
brisaster latifrons,Brisaster latifrons,species,513143,FALSE,worms
centrostephanus rodgersii,Animalia,kingdom,2,FALSE,worms
centrostephanus rodgersii,Echinodermata,phylum,1806,FALSE,worms
centrostephanus rodgersii,Echinozoa,subphylum,148744,FALSE,worms
centrostephanus rodgersii,Echinoidea,class,123082,FALSE,worms
centrostephanus rodgersii,Euechinoidea,subclass,149854,FALSE,worms
centrostephanus rodgersii,Acroechinoidea,infraclass,510514,FALSE,worms
centrostephanus rodgersii,Diadematoida,order,510522,FALSE,worms
centrostephanus rodgersii,Diadematidae,family,123163,FALSE,worms
centrostephanus rodgersii,Centrostephanus,genus,123394,FALSE,worms
centrostephanus rodgersii,Centrostephanus rodgersii,species,414212,FALSE,worms
cryptasterina hystera,Animalia,kingdom,2,FALSE,worms
cryptasterina hystera,Echinodermata,phylum,1806,FALSE,worms
cryptasterina hystera,Asterozoa,subphylum,148743,FALSE,worms
cryptasterina hystera,Asteroidea,class,123080,FALSE,worms
cryptasterina hystera,Valvatacea,superorder,582528,FALSE,worms
cryptasterina hystera,Valvatida,order,123090,FALSE,worms
cryptasterina hystera,Asterinidae,family,123133,FALSE,worms
cryptasterina hystera,Cryptasterina,genus,242133,FALSE,worms
cryptasterina hystera,Cryptasterina hystera,species,382359,FALSE,worms
cryptasterina pacifica,Animalia,kingdom,2,FALSE,worms
cryptasterina pacifica,Echinodermata,phylum,1806,FALSE,worms
cryptasterina pacifica,Asterozoa,subphylum,148743,FALSE,worms
cryptasterina pacifica,Asteroidea,class,123080,FALSE,worms
cryptasterina pacifica,Valvatacea,superorder,582528,FALSE,worms
cryptasterina pacifica,Valvatida,order,123090,FALSE,worms
cryptasterina pacifica,Asterinidae,family,123133,FALSE,worms
cryptasterina pacifica,Cryptasterina,genus,242133,FALSE,worms
cryptasterina pacifica,Cryptasterina pacifica,species,382362,FALSE,worms
cryptasterina pentagona,Animalia,kingdom,2,FALSE,worms
cryptasterina pentagona,Echinodermata,phylum,1806,FALSE,worms
cryptasterina pentagona,Asterozoa,subphylum,148743,FALSE,worms
cryptasterina pentagona,Asteroidea,class,123080,FALSE,worms
cryptasterina pentagona,Valvatacea,superorder,582528,FALSE,worms
cryptasterina pentagona,Valvatida,order,123090,FALSE,worms
cryptasterina pentagona,Asterinidae,family,123133,FALSE,worms
cryptasterina pentagona,Cryptasterina,genus,242133,FALSE,worms
cryptasterina pentagona,Cryptasterina pentagona,species,459541,FALSE,worms
cucumaria frondosa,Animalia,kingdom,2,FALSE,worms
cucumaria frondosa,Echinodermata,phylum,1806,FALSE,worms
cucumaria frondosa,Echinozoa,subphylum,148744,FALSE,worms
cucumaria frondosa,Holothuroidea,class,123083,FALSE,worms
cucumaria frondosa,Actinopoda,subclass,1393249,FALSE,worms
cucumaria frondosa,Dendrochirotida,order,123111,FALSE,worms
cucumaria frondosa,Cucumariidae,family,123187,FALSE,worms
cucumaria frondosa,Cucumaria,genus,123479,FALSE,worms
cucumaria frondosa,Cucumaria frondosa,species,124612,FALSE,worms
cucumaria miniata,Animalia,kingdom,2,FALSE,worms
cucumaria miniata,Echinodermata,phylum,1806,FALSE,worms
cucumaria miniata,Echinozoa,subphylum,148744,FALSE,worms
cucumaria miniata,Holothuroidea,class,123083,FALSE,worms
cucumaria miniata,Actinopoda,subclass,1393249,FALSE,worms
cucumaria miniata,Dendrochirotida,order,123111,FALSE,worms
cucumaria miniata,Cucumariidae,family,123187,FALSE,worms
cucumaria miniata,Cucumaria,genus,123479,FALSE,worms
cucumaria miniata,Cucumaria miniata,species,225807,FALSE,worms
cucumaria piperata,Animalia,kingdom,2,FALSE,worms
cucumaria piperata,Echinodermata,phylum,1806,FALSE,worms
cucumaria piperata,Echinozoa,subphylum,148744,FALSE,worms
cucumaria piperata,Holothuroidea,class,123083,FALSE,worms
cucumaria piperata,Actinopoda,subclass,1393249,FALSE,worms
cucumaria piperata,Dendrochirotida,order,123111,FALSE,worms
cucumaria piperata,Cucumariidae,family,123187,FALSE,worms
cucumaria piperata,Cucumaria,genus,123479,FALSE,worms
cucumaria piperata,Cucumaria piperata,species,529459,FALSE,worms
cucumaria pseudocurata,Animalia,kingdom,2,FALSE,worms
cucumaria pseudocurata,Echinodermata,phylum,1806,FALSE,worms
cucumaria pseudocurata,Echinozoa,subphylum,148744,FALSE,worms
cucumaria pseudocurata,Holothuroidea,class,123083,FALSE,worms
cucumaria pseudocurata,Actinopoda,subclass,1393249,FALSE,worms
cucumaria pseudocurata,Dendrochirotida,order,123111,FALSE,worms
cucumaria pseudocurata,Cucumariidae,family,123187,FALSE,worms
cucumaria pseudocurata,Cucumaria,genus,123479,FALSE,worms
cucumaria pseudocurata,Cucumaria pseudocurata,species,528844,FALSE,worms
dendraster excentricus,Animalia,kingdom,2,FALSE,worms
dendraster excentricus,Echinodermata,phylum,1806,FALSE,worms
dendraster excentricus,Echinozoa,subphylum,148744,FALSE,worms
dendraster excentricus,Echinoidea,class,123082,FALSE,worms
dendraster excentricus,Euechinoidea,subclass,149854,FALSE,worms
dendraster excentricus,Irregularia,infraclass,510499,FALSE,worms
dendraster excentricus,Neognathostomata,superorder,510501,FALSE,worms
dendraster excentricus,Clypeasteroida,order,123100,FALSE,worms
dendraster excentricus,Scutellina,suborder,196258,FALSE,worms
dendraster excentricus,Scutelliformes,infraorder,510561,FALSE,worms
dendraster excentricus,Scutelloidea,superfamily,852321,FALSE,worms
dendraster excentricus,Dendrasteridae,family,510665,FALSE,worms
dendraster excentricus,Dendraster,genus,512706,FALSE,worms
dendraster excentricus,Dendraster excentricus,species,513215,FALSE,worms
diadema antillarum,Animalia,kingdom,2,FALSE,worms
diadema antillarum,Echinodermata,phylum,1806,FALSE,worms
diadema antillarum,Echinozoa,subphylum,148744,FALSE,worms
diadema antillarum,Echinoidea,class,123082,FALSE,worms
diadema antillarum,Euechinoidea,subclass,149854,FALSE,worms
diadema antillarum,Acroechinoidea,infraclass,510514,FALSE,worms
diadema antillarum,Diadematoida,order,510522,FALSE,worms
diadema antillarum,Diadematidae,family,123163,FALSE,worms
diadema antillarum,Diadema,genus,123395,FALSE,worms
diadema antillarum,Diadema antillarum,species,124332,FALSE,worms
diadema savignyi,Animalia,kingdom,2,FALSE,worms
diadema savignyi,Echinodermata,phylum,1806,FALSE,worms
diadema savignyi,Echinozoa,subphylum,148744,FALSE,worms
diadema savignyi,Echinoidea,class,123082,FALSE,worms
diadema savignyi,Euechinoidea,subclass,149854,FALSE,worms
diadema savignyi,Acroechinoidea,infraclass,510514,FALSE,worms
diadema savignyi,Diadematoida,order,510522,FALSE,worms
diadema savignyi,Diadematidae,family,123163,FALSE,worms
diadema savignyi,Diadema,genus,123395,FALSE,worms
diadema savignyi,Diadema savignyi,species,213375,FALSE,worms
diadema setosum,Animalia,kingdom,2,FALSE,worms
diadema setosum,Echinodermata,phylum,1806,FALSE,worms
diadema setosum,Echinozoa,subphylum,148744,FALSE,worms
diadema setosum,Echinoidea,class,123082,FALSE,worms
diadema setosum,Euechinoidea,subclass,149854,FALSE,worms
diadema setosum,Acroechinoidea,infraclass,510514,FALSE,worms
diadema setosum,Diadematoida,order,510522,FALSE,worms
diadema setosum,Diadematidae,family,123163,FALSE,worms
diadema setosum,Diadema,genus,123395,FALSE,worms
diadema setosum,Diadema setosum,species,213372,FALSE,worms
echinocardium cordatum,Animalia,kingdom,2,FALSE,worms
echinocardium cordatum,Echinodermata,phylum,1806,FALSE,worms
echinocardium cordatum,Echinozoa,subphylum,148744,FALSE,worms
echinocardium cordatum,Echinoidea,class,123082,FALSE,worms
echinocardium cordatum,Euechinoidea,subclass,149854,FALSE,worms
echinocardium cordatum,Irregularia,infraclass,510499,FALSE,worms
echinocardium cordatum,Atelostomata,superorder,149864,FALSE,worms
echinocardium cordatum,Spatangoida,order,123106,FALSE,worms
echinocardium cordatum,Brissidina,suborder,510538,FALSE,worms
echinocardium cordatum,Spatangoidea,superfamily,852322,FALSE,worms
echinocardium cordatum,Loveniidae,family,123175,FALSE,worms
echinocardium cordatum,Echinocardiinae,subfamily,510892,FALSE,worms
echinocardium cordatum,Echinocardium,genus,123426,FALSE,worms
echinocardium cordatum,Echinocardium cordatum,species,124392,FALSE,worms
eupentacta quinquesemita,Animalia,kingdom,2,FALSE,worms
eupentacta quinquesemita,Echinodermata,phylum,1806,FALSE,worms
eupentacta quinquesemita,Echinozoa,subphylum,148744,FALSE,worms
eupentacta quinquesemita,Holothuroidea,class,123083,FALSE,worms
eupentacta quinquesemita,Actinopoda,subclass,1393249,FALSE,worms
eupentacta quinquesemita,Dendrochirotida,order,123111,FALSE,worms
eupentacta quinquesemita,Sclerodactylidae,family,196182,FALSE,worms
eupentacta quinquesemita,Eupentacta,genus,528610,FALSE,worms
eupentacta quinquesemita,Eupentacta quinquesemita,species,529305,FALSE,worms
evechinus chloroticus,Animalia,kingdom,2,FALSE,worms
evechinus chloroticus,Echinodermata,phylum,1806,FALSE,worms
evechinus chloroticus,Echinozoa,subphylum,148744,FALSE,worms
evechinus chloroticus,Echinoidea,class,123082,FALSE,worms
evechinus chloroticus,Euechinoidea,subclass,149854,FALSE,worms
evechinus chloroticus,Carinacea,infraclass,510517,FALSE,worms
evechinus chloroticus,Echinacea,superorder,149855,FALSE,worms
evechinus chloroticus,Camarodonta,order,510518,FALSE,worms
evechinus chloroticus,Echinidea,infraorder,510534,FALSE,worms
evechinus chloroticus,Odontophora,superfamily,510604,FALSE,worms
evechinus chloroticus,Echinometridae,family,179653,FALSE,worms
evechinus chloroticus,Evechinus,genus,411392,FALSE,worms
evechinus chloroticus,Evechinus chloroticus,species,414225,FALSE,worms
florometra serratissima,Animalia,kingdom,2,FALSE,worms
florometra serratissima,Echinodermata,phylum,1806,FALSE,worms
florometra serratissima,Crinozoa,subphylum,147423,FALSE,worms
florometra serratissima,Crinoidea,class,123081,FALSE,worms
florometra serratissima,Articulata,subclass,183494,FALSE,worms
florometra serratissima,Comatulida,order,123093,FALSE,worms
florometra serratissima,Antedonoidea,superfamily,709095,FALSE,worms
florometra serratissima,Antedonidae,family,123148,FALSE,worms
florometra serratissima,Heliometrinae,subfamily,340801,FALSE,worms
florometra serratissima,Florometra,genus,173810,FALSE,worms
florometra serratissima,Florometra serratissima,species,714272,FALSE,worms
gorgonocephalus eucnemis,Animalia,kingdom,2,FALSE,worms
gorgonocephalus eucnemis,Echinodermata,phylum,1806,FALSE,worms
gorgonocephalus eucnemis,Asterozoa,subphylum,148743,FALSE,worms
gorgonocephalus eucnemis,Ophiuroidea,class,123084,FALSE,worms
gorgonocephalus eucnemis,Myophiuroidea,subclass,1062633,FALSE,worms
gorgonocephalus eucnemis,Metophiurida,infraclass,1062634,FALSE,worms
gorgonocephalus eucnemis,Euryophiurida,superorder,1062636,FALSE,worms
gorgonocephalus eucnemis,Euryalida,order,242196,FALSE,worms
gorgonocephalus eucnemis,Gorgonocephalidae,family,123203,FALSE,worms
gorgonocephalus eucnemis,Gorgonocephalinae,subfamily,242203,FALSE,worms
gorgonocephalus eucnemis,Gorgonocephalus,genus,123586,FALSE,worms
gorgonocephalus eucnemis,Gorgonocephalus eucnemis,species,124969,FALSE,worms
heliocidaris crassispina,Animalia,kingdom,2,FALSE,worms
heliocidaris crassispina,Echinodermata,phylum,1806,FALSE,worms
heliocidaris crassispina,Echinozoa,subphylum,148744,FALSE,worms
heliocidaris crassispina,Echinoidea,class,123082,FALSE,worms
heliocidaris crassispina,Euechinoidea,subclass,149854,FALSE,worms
heliocidaris crassispina,Carinacea,infraclass,510517,FALSE,worms
heliocidaris crassispina,Echinacea,superorder,149855,FALSE,worms
heliocidaris crassispina,Camarodonta,order,510518,FALSE,worms
heliocidaris crassispina,Echinidea,infraorder,510534,FALSE,worms
heliocidaris crassispina,Odontophora,superfamily,510604,FALSE,worms
heliocidaris crassispina,Echinometridae,family,179653,FALSE,worms
heliocidaris crassispina,Heliocidaris,genus,179681,FALSE,worms
heliocidaris crassispina,Heliocidaris crassispina,species,513312,FALSE,worms
heliocidaris erythrogramma,Animalia,kingdom,2,FALSE,worms
heliocidaris erythrogramma,Echinodermata,phylum,1806,FALSE,worms
heliocidaris erythrogramma,Echinozoa,subphylum,148744,FALSE,worms
heliocidaris erythrogramma,Echinoidea,class,123082,FALSE,worms
heliocidaris erythrogramma,Euechinoidea,subclass,149854,FALSE,worms
heliocidaris erythrogramma,Carinacea,infraclass,510517,FALSE,worms
heliocidaris erythrogramma,Echinacea,superorder,149855,FALSE,worms
heliocidaris erythrogramma,Camarodonta,order,510518,FALSE,worms
heliocidaris erythrogramma,Echinidea,infraorder,510534,FALSE,worms
heliocidaris erythrogramma,Odontophora,superfamily,510604,FALSE,worms
heliocidaris erythrogramma,Echinometridae,family,179653,FALSE,worms
heliocidaris erythrogramma,Heliocidaris,genus,179681,FALSE,worms
heliocidaris erythrogramma,Heliocidaris erythrogramma,species,513313,FALSE,worms
heliocidaris tuberculata,Animalia,kingdom,2,FALSE,worms
heliocidaris tuberculata,Echinodermata,phylum,1806,FALSE,worms
heliocidaris tuberculata,Echinozoa,subphylum,148744,FALSE,worms
heliocidaris tuberculata,Echinoidea,class,123082,FALSE,worms
heliocidaris tuberculata,Euechinoidea,subclass,149854,FALSE,worms
heliocidaris tuberculata,Carinacea,infraclass,510517,FALSE,worms
heliocidaris tuberculata,Echinacea,superorder,149855,FALSE,worms
heliocidaris tuberculata,Camarodonta,order,510518,FALSE,worms
heliocidaris tuberculata,Echinidea,infraorder,510534,FALSE,worms
heliocidaris tuberculata,Odontophora,superfamily,510604,FALSE,worms
heliocidaris tuberculata,Echinometridae,family,179653,FALSE,worms
heliocidaris tuberculata,Heliocidaris,genus,179681,FALSE,worms
heliocidaris tuberculata,Heliocidaris tuberculata,species,414224,FALSE,worms
holopneustes purpurascens,Animalia,kingdom,2,FALSE,worms
holopneustes purpurascens,Echinodermata,phylum,1806,FALSE,worms
holopneustes purpurascens,Echinozoa,subphylum,148744,FALSE,worms
holopneustes purpurascens,Echinoidea,class,123082,FALSE,worms
holopneustes purpurascens,Euechinoidea,subclass,149854,FALSE,worms
holopneustes purpurascens,Carinacea,infraclass,510517,FALSE,worms
holopneustes purpurascens,Echinacea,superorder,149855,FALSE,worms
holopneustes purpurascens,Camarodonta,order,510518,FALSE,worms
holopneustes purpurascens,Temnopleuridea,infraorder,510536,FALSE,worms
holopneustes purpurascens,Temnopleuridae,family,123178,FALSE,worms
holopneustes purpurascens,Holopneustes,genus,512535,FALSE,worms
holopneustes purpurascens,Holopneustes purpurascens,species,569179,FALSE,worms
holothuria (halodeima) atra,Animalia,kingdom,2,FALSE,worms
